RSECTION	DISTRICT	CO	ID_PREFIX	ID_RTE_NO	MUNICIPALITY	MP_SUFFIX	EXIT_NUMBER	RAMP_NUMBER	D	IS_INV_DIR	BEGIN_DIR_MP	END_DIR_MP	ROAD_NAME_START	BEGIN_DESCRIPTION	END_DESCRIPTION	SECTION_LENGTH	COLL_CATEGORY	PRIORITY	GOVT_CONTROL	NHS_CODE	INV_BMP	INV_EMP	BEG_LAT	BEG_LONG	END_LAT	END_LONG	GLOBAL_ROUTE_ID	SUB_ROUTE_ID	ROUTE	TRIMROUTE	ROUTEID	MULTIPLE_BEG_INT	MULTIPLE_END_INT	RVISIKEY	ASSOCIATED_ID_PREFIX	FDIR	BEGIN_SECTION_DESC	BEGIN_SECTION_MILE_POINT	END_SECTION_DESC	END_SECTION_MILE_POINT	COLLECTION_YEAR
83911	6	AL	MD	807	0	C 			S	1	0	0.1	NO NAME	NO NAME	CUL DE SAC	0.1	8	4	1	0	0	0.1	39.7224318	-78.7060545	39.721541	-78.7053127	839	1	MD 807 C	MD 807 C	01000MD00807C 01SS**************	1	1	89	MD	5					2016
83921	6	AL	MD	807	0	C 			N	0	0	0.1	NO NAME	CUL DE SAC	NO NAME	0.1	8	4	1	0	0	0.1	39.721541	-78.7053127	39.7224318	-78.7060545	839	2	MD 807 C	MD 807 C	01000MD00807C 01SN**************	1	1	90	MD	6					2016
84011	6	AL	MD	807	0	D 			N	1	0	0.23	PINE RIDGE RD	NO NAME	PINE RIDGE RD (AHEAD)	0.23	8	4	1	0	0	0.23	39.7216625	-78.7049305	39.7226045	-78.7010611	840	1	MD 807 D	MD 807 D	01000MD00807D 01NN**************	1	1	91	MD	5					2016
84021	6	AL	MD	807	0	D 			S	0	0	0.23	PINE RIDGE RD	PINE RIDGE RD (AHEAD)	NO NAME	0.23	8	4	1	0	0	0.23	39.7226045	-78.7010611	39.7216625	-78.7049305	840	2	MD 807 D	MD 807 D	01000MD00807D 01NS**************	1	1	92	MD	6					2016
84111	6	AL	MD	807	0	E 			N	1	0.81	0.88	SMOUSES MILL RD	SMOUSES MILL RD (BACK)	BEDFORD RD (AHEAD)	0.07	8	4	1	0	0.81	0.88	39.7149242	-78.7018491	39.7151836	-78.7031225	841	1	MD 807 E	MD 807 E	01000MD00807E 01NN**************	1	1	93	MD	5					2016
84121	6	AL	MD	807	0	E 			S	0	0	0.07	SMOUSES MILL RD	BEDFORD RD (AHEAD)	HAZEN RD	0.07	8	4	1	0	0	0.07	39.7151836	-78.7031225	39.7149242	-78.7018491	841	2	MD 807 E	MD 807 E	01000MD00807E 01NS**************	1	1	94	MD	6					2016
84211	6	AL	MD	830	0	A 			S	1	0	0.02	NO NAME	MCMULLEN HWY	ROAD END	0.02	8	4	1	0	0	0.02	39.4706794	-78.946349	39.4703684	-78.9463376	842	1	MD 830 A	MD 830 A	01000MD00830A 01SS**************	1	1	95	MD	5					2016
84221	6	AL	MD	830	0	A 			N	0	0	0.02	NO NAME	ROAD END	MCMULLEN HWY	0.02	8	4	1	0	0	0.02	39.4704721	-78.9464904	39.4706653	-78.9463204	842	2	MD 830 A	MD 830 A	01000MD00830A 01SN**************	1	1	96	MD	6					2016
84311	6	AL	MD	830	0	B 			N	1	0	0.04	NO NAME	MCMULLEN HWY	ROAD END - GATE/BARRICADE	0.04	8	4	1	0	0	0.04	39.5316299	-78.8930762	39.5320445	-78.8925758	843	1	MD 830 B	MD 830 B	01000MD00830B 01NN**************	1	1	97	MD	5					2016
84321	6	AL	MD	830	0	B 			S	0	0	0.04	NO NAME	ROAD END - GATE/BARRICADE	MCMULLEN HWY	0.04	8	4	1	0	0	0.04	39.5320681	-78.8925676	39.5316632	-78.8931139	843	2	MD 830 B	MD 830 B	01000MD00830B 01NS**************	1	1	98	MD	6					2016
84411	6	AL	MD	831	0	A 			N	1	0	0.48	OLD MT SAVAGE RD	STOP SIGN	STOP SIGN	0.48	8	4	1	0	0	0.48	39.6693306	-78.7930077	39.6755479	-78.7918365	844	1	MD 831 A	MD 831 A	01000MD00831A 01NN**************	1	1	99	MD	5					2016
84421	6	AL	MD	831	0	A 			S	0	0	0.48	DAKOTA RD	MT SAVAGE RD	NATIONAL HWY	0.48	8	4	1	0	0	0.48	39.6755479	-78.7918365	39.6693306	-78.7930077	844	2	MD 831 A	MD 831 A	01000MD00831A 01NS**************	1	1	100	MD	6					2016
84511	6	AL	MD	831	0	B 			N	1	0	0.11	OLD MOUNT SAVAGE RD	ROAD END - GATE/BARRICADE	ROAD END - GATE/BARRICADE	0.11	8	4	1	0	0	0.11	39.6827854	-78.7862495	39.6835792	-78.7844958	845	1	MD 831 B	MD 831 B	01000MD00831B 01NN**************	1	1	101	MD	5					2016
84521	6	AL	MD	831	0	B 			S	0	0	0.11	OLD MOUNT SAVAGE RD	ROAD END - GATE/BARRICADE	ROAD END - GATE/BARRICADE	0.11	8	4	1	0	0	0.11	39.6835446	-78.7845822	39.6827972	-78.7862466	845	2	MD 831 B	MD 831 B	01000MD00831B 01NS**************	1	1	102	MD	6					2016
84611	6	AL	MD	831	0	C 			N	1	0	0.9	KREIGBAUM RD	STOP SIGN	STOP SIGN	0.9	8	4	1	0	0	0.9	39.6917891	-78.8034968	39.693149	-78.787319	846	1	MD 831 C	MD 831 C	01000MD00831C 01NN**************	1	1	103	MD	5					2016
84621	6	AL	MD	831	0	C 			S	0	0	0.9	KREIGBAUM RD	CASH VALLEY DR (AHEAD)	MT SAVAGE RD	0.9	8	4	1	0	0	0.9	39.693149	-78.787319	39.6917792	-78.8034879	846	2	MD 831 C	MD 831 C	01000MD00831C 01NS**************	1	1	104	MD	6					2016
84711	6	AL	MD	831	0	D 			N	1	0	0.37	PORTER TOWN RD	STOP SIGN	STOP SIGN	0.37	8	4	1	0	0	0.37	39.6977632	-78.8220986	39.697737	-78.8220589	847	1	MD 831 D	MD 831 D	01000MD00831D 01NN**************	1	1	105	MD	5					2016
84721	6	AL	MD	831	0	D 			S	0	0	0.37	PORTER TOWN RD	MT SAVAGE RD	MT SAVAGE RD	0.37	8	4	1	0	0	0.37	39.697737	-78.8220589	39.6995467	-78.8280998	847	2	MD 831 D	MD 831 D	01000MD00831D 01NS**************	1	1	106	MD	6					2016
84811	6	AL	MD	831	0	F 			E	1	0	0.04	NO NAME	ROAD END	BARRELVILLE RD	0.04	8	4	1	0	0	0.04	39.7011424	-78.8434718	39.7011861	-78.8427935	848	1	MD 831 F	MD 831 F	01000MD00831F 01EE**************	1	1	107	MD	5					2016
84821	6	AL	MD	831	0	F 			W	0	0	0.04	NO NAME	BARRELVILLE RD	ROAD END	0.04	8	4	1	0	0	0.04	39.7011861	-78.8427935	39.7011424	-78.8434718	848	2	MD 831 F	MD 831 F	01000MD00831F 01EW**************	1	1	108	MD	6					2016
84911	6	AL	MD	831	0	G 			N	1	0	0.12	CABOOSE RD	CUL DE SAC	STOP SIGN	0.12	8	4	1	0	0	0.12	39.6344613	-78.9329625	39.6357832	-78.9315244	849	1	MD 831 G	MD 831 G	01000MD00831G 04NN**************	1	1	109	MD	5					2016
84921	6	AL	MD	831	0	G 			S	0	0	0.12	CABOOSE RD	STOP SIGN	CUL DE SAC	0.12	8	4	1	0	0	0.12	39.6357833	-78.9315233	39.6344346	-78.9330061	849	2	MD 831 G	MD 831 G	01000MD00831G 04NS**************	1	1	110	MD	6					2016
85011	6	AL	MD	831	0	H 			W	1	0	0.07	NO NAME	KREIGBAUM RD	ROAD END - GATE/BARRICADE	0.07	8	4	1	0	0	0.07	39.6919445	-78.8034546	39.6921902	-78.8045151	850	1	MD 831 H	MD 831 H	01000MD00831H 01WW**************	1	1	111	MD	5					2016
85021	6	AL	MD	831	0	H 			E	0	0	0.07	NO NAME	ROAD END - GATE/BARRICADE	KREIGBAUM RD	0.07	8	4	1	0	0	0.07	39.6921754	-78.8043826	39.6919445	-78.8034546	850	2	MD 831 H	MD 831 H	01000MD00831H 01WE**************	1	1	112	MD	6					2016
85111	6	AL	MD	831	0	I 			N	1	0	0.04	DAKOTA AVE	DAKOTA RD	ROAD END - GATE/BARRICADE	0.04	8	4	1	0	0	0.04	39.6756189	-78.7922311	39.6760521	-78.7919994	851	1	MD 831 I	MD 831 I	01000MD00831I 04NN**************	1	1	113	MD	5					2016
85121	6	AL	MD	831	0	I 			S	0	0	0.04	DAKOTA AVE	ROAD END - GATE/BARRICADE	DAKOTA RD	0.04	8	4	1	0	0	0.04	39.6759406	-78.7920666	39.6756189	-78.7922311	851	2	MD 831 I	MD 831 I	01000MD00831I 04NS**************	1	1	114	MD	6					2016
85211	6	AL	MD	935	0				N	1	0	2.99	LOWER GEORGES CREEK RD	MILLER RD (BACK)	LOWER GEORGES CREEK RD	2.99	7	1	1	0	0	2.99	39.5229425	-79.0177614	39.5528891	-78.9906992	852	1	MD 935	MD 935	01000MD00935  01NN**************	1	1	115	MD	5					2016
85221	6	AL	MD	935	0				S	0	0	2.99	LOWER GEORGES CREEK RD	LOWER GEORGES CREEK RD	MILLER RD (BACK)	2.99	3	3	1	0	0	2.99	39.5528891	-78.9906992	39.5229785	-79.0177381	852	2	MD 935	MD 935	01000MD00935  01NS**************	1	1	116	MD	6					2016
85311	6	AL	MD	935	0	A 			E	1	0	0.1	NO NAME	LOWER GEORGES CREEK RD	STOP SIGN	0.1	8	4	1	0	0	0.1	39.5456781	-79.0044884	39.5461045	-79.0029774	853	1	MD 935 A	MD 935 A	01000MD00935A 01EE**************	1	1	117	MD	5					2016
85321	6	AL	MD	935	0	A 			W	0	0	0.1	NO NAME	NEW GEORGES CREEK RD	LOWER GEORGES CREEK RD	0.1	8	4	1	0	0	0.1	39.5461045	-79.0029774	39.5456781	-79.0044884	853	2	MD 935 A	MD 935 A	01000MD00935A 01EW**************	1	1	118	MD	6					2016
85411	6	AL	MD	936	0				N	1	0	5.04	UPPER GEORGES CREEK RD	CHURCH ST	MAIN ST	5.04	7	1	1	0	0	5.04	39.5910166	-78.9485711	39.6543246	-78.9213259	854	1	MD 936	MD 936	01000MD00936  01NN**************	1	1	119	MD	5					2016
85421	6	AL	MD	936	0				S	0	0	5.04	GRANT ST	MAIN ST	CHURCH ST	5.04	3	3	1	0	0	5.04	39.6543318	-78.9213482	39.5910327	-78.9486015	854	2	MD 936	MD 936	01000MD00936  01NS**************	1	1	120	MD	6					2016
85511	6	AL	MD	937	0				N	1	1.07	1.53	CREEKSIDE DR	OUT CORP LMTS WESTERNPORT	NEW GEORGES CREEK RD	0.46	7	1	1	0	1.07	1.53	39.4965789	-79.0456404	39.5026329	-79.0488269	855	1	MD 937	MD 937	01000MD00937  01NN**************	1	1	121	MD	5					2016
85521	6	AL	MD	937	0				S	0	0	0.46	CREEKSIDE DR	NEW GEORGES CREEK RD	OUT CORP LMTS WESTERNPORT	0.46	3	3	1	0	0	0.46	39.5026624	-79.0488192	39.4965978	-79.0456536	855	2	MD 937	MD 937	01000MD00937  01NS**************	1	1	122	MD	6					2016
85611	6	AL	MD	939	0				N	1	0	0.01	NO NAME	NEW GEORGES CREEK RD	ROAD END - GATE/BARRICADE	0.01	8	4	1	0	0	0.01	39.5200707	-79.0186051	39.5201333	-79.0188162	856	1	MD 939	MD 939	01000MD00939  01NN**************	1	1	123	MD	5					2016
85621	6	AL	MD	939	0				S	0	0	0.01	NO NAME	ROAD END - GATE/BARRICADE	NEW GEORGES CREEK RD	0.01	8	4	1	0	0	0.01	39.52017	-79.0188681	39.5200707	-79.0186051	856	2	MD 939	MD 939	01000MD00939  01NS**************	1	1	124	MD	6					2016
85711	6	AL	MD	942	0				N	1	0	0.06	BRIDGE ST	WEST VIRGINIA ST/L	BRIDGE ST (AHEAD)	0.06	8	4	1	0	0	0.06	39.6483697	-78.7660424	39.6489877	-78.7655407	857	1	MD 942	MD 942	01000MD00942  01NN**************	1	1	125	MD	5					2016
85721	6	AL	MD	942	0				S	0	0	0.06	BRIDGE ST	BRIDGE ST (AHEAD)	BEGIN BRIDGE	0.06	8	4	1	0	0	0.06	39.6490266	-78.765622	39.6483697	-78.7660424	857	2	MD 942	MD 942	01000MD00942  01NS**************	1	1	126	MD	6					2016
85811	6	AL	MD	948	0	AD			N	1	0	0.2	PLEASANT VALLEY RD	STOP SIGN	LAKEVIEW DR	0.2	8	4	1	0	0	0.2	39.6933637	-78.6491279	39.6959211	-78.6507921	858	1	MD 948 AD	MD 948 AD	01000MD00948AD01NN**************	1	1	127	MD	5					2016
85821	6	AL	MD	948	0	AD			S	0	0	0.2	PLEASANT VALLEY RD	LAKEVIEW DR	NATIONAL PIKE	0.2	8	4	1	0	0	0.2	39.6959233	-78.6509054	39.6933708	-78.6491872	858	2	MD 948 AD	MD 948 AD	01000MD00948AD01NS**************	1	1	128	MD	6					2016
85911	6	AL	MD	948	0	AE			S	1	2.42	2.6	ROCKY GAP RD	ROCKY GAP RD (BACK)	STOP SIGN	0.18	8	4	1	0	2.42	2.6	39.6842435	-78.6706653	39.6825661	-78.6683111	859	1	MD 948 AE	MD 948 AE	01000MD00948AE01SS**************	1	1	129	MD	5					2016
85921	6	AL	MD	948	0	AE			N	0	0	0.18	ROCKY GAP RD	NATIONAL PIKE	ROCKY GAP RD (BACK)	0.18	8	4	1	0	0	0.18	39.6825661	-78.6683111	39.6842435	-78.6706653	859	2	MD 948 AE	MD 948 AE	01000MD00948AE01SN**************	1	1	130	MD	6					2016
86011	6	AL	MD	948	0	AF			N	1	0.62	0.91	JEFFRIES RD	JEFFERIES RD (BACK)	JEFFRIES RD (AHEAD)	0.29	8	4	1	0	0.62	0.91	39.6677441	-78.7061009	39.6718426	-78.705105	860	1	MD 948 AF	MD 948 AF	01000MD00948AF01NN**************	1	1	131	MD	5					2016
86021	6	AL	MD	948	0	AF			S	0	0	0.29	JEFFRIES RD	JEFFRIES RD (AHEAD)	JEFFERIES RD (BACK)	0.29	8	4	1	0	0	0.29	39.6718426	-78.705105	39.6677441	-78.7061009	860	2	MD 948 AF	MD 948 AF	01000MD00948AF01NS**************	1	1	132	MD	6					2016
86111	6	AL	MD	948	0	AL			S	1	1.53	2.02	MV SMITH RD	MV SMITH RD (BACK)	MV SMITH RD (AHEAD)	0.49	8	4	1	0	1.53	2.02	39.6707274	-78.4416324	39.6647311	-78.4371956	861	1	MD 948 AL	MD 948 AL	01000MD00948AL01SS**************	1	1	133	MD	5					2016
86121	6	AL	MD	948	0	AL			N	0	0	0.49	MV SMITH RD	MV SMITH RD (AHEAD)	MV SMITH RD (BACK)	0.49	8	4	1	0	0	0.49	39.6647311	-78.4371956	39.6707274	-78.4416324	861	2	MD 948 AL	MD 948 AL	01000MD00948AL01SN**************	1	1	134	MD	6					2016
86211	6	AL	MD	948	0	AM			W	1	0	0.61	FLINTSTONE DR	STOP SIGN	PRIVATE DRIVE (AHEAD)	0.61	8	4	1	0	0	0.61	39.7076607	-78.5669284	39.7073167	-78.5778283	862	1	MD 948 AM	MD 948 AM	01000MD00948AM01WW**************	1	1	135	MD	5					2016
86221	6	AL	MD	948	0	AM			E	0	0	0.61	FLINTSTONE DR	PRIVATE DRIVE (AHEAD)	BLACK VALLEY RD	0.61	8	4	1	0	0	0.61	39.7074025	-78.5775012	39.7076343	-78.5668963	862	2	MD 948 AM	MD 948 AM	01000MD00948AM01WE**************	1	1	136	MD	6					2016
86311	6	AL	MD	948	0	AO			S	1	0	0.31	BLACK VALLEY RD	FLINTSTONE CREEK RD (BACK)	STOP SIGN	0.31	8	4	1	0	0	0.31	39.7076484	-78.5669297	39.7033185	-78.5680992	863	1	MD 948 AO	MD 948 AO	01000MD00948AO01SS**************	1	1	137	MD	5					2016
86321	6	AL	MD	948	0	AO			N	0	0	0.31	BLACK VALLEY RD	MURLEYS BRANCH RD (AHEAD)	BLACK VALLEY RD	0.31	8	4	1	0	0	0.31	39.7033185	-78.5680992	39.7076343	-78.5668963	863	2	MD 948 AO	MD 948 AO	01000MD00948AO01SN**************	1	1	138	MD	6					2016
86411	6	AL	MD	948	0	C 			N	1	0	0.39	SUNSET ORCHARD RD	STOP SIGN	PVT DR (AHEAD)	0.39	8	4	1	0	0	0.39	39.7047744	-78.6301149	39.7088259	-78.6264259	864	1	MD 948 C	MD 948 C	01000MD00948C 01NN**************	1	1	139	MD	5					2016
86421	6	AL	MD	948	0	C 			S	0	0	0.39	SUNSET ORCHARD RD	PVT DR (AHEAD)	NATIONAL PIKE	0.39	8	4	1	0	0	0.39	39.7088259	-78.6264259	39.7047116	-78.6301155	864	2	MD 948 C	MD 948 C	01000MD00948C 01NS**************	1	1	140	MD	6					2016
86511	6	AL	MD	948	0	M 			W	1	0	0.44	W WILSON RD	NATIONAL PIKE	STREET RD	0.44	8	4	1	0	0	0.44	39.7083575	-78.6014333	39.7074958	-78.6093405	865	1	MD 948 M	MD 948 M	01000MD00948M 01WW**************	1	1	141	MD	5					2016
86521	6	AL	MD	948	0	M 			E	0	0	0.44	W WILSON RD	STREET RD	NATIONAL PIKE	0.44	8	4	1	0	0	0.44	39.7074811	-78.609344	39.7083589	-78.6014097	865	2	MD 948 M	MD 948 M	01000MD00948M 01WE**************	1	1	142	MD	6					2016
86611	6	AL	MD	948	0	Y 			N	1	0	0.37	HIGH GERMANY RD	STOP SIGN	WASHINGTON CO/L	0.37	8	4	1	0	0	0.37	39.7050651	-78.3288677	39.7086555	-78.3314304	866	1	MD 948 Y	MD 948 Y	01000MD00948Y 01NN**************	1	1	143	MD	5					2016
86621	6	AL	MD	948	0	Y 			S	0	0	0.37	HIGH GERMANY RD	STRUC #W0011 SIDELING HILL CREEK	NATIONAL PIKE	0.37	8	4	1	0	0	0.37	39.7085627	-78.3314454	39.7050651	-78.3288677	866	2	MD 948 Y	MD 948 Y	01000MD00948Y 01NS**************	1	1	144	MD	6					2016
86711	6	AL	MD	949	0				N	1	0	0.56	W BRADDOCK RD	STOP SIGN	ROAD END - GATE/BARRICADE	0.56	8	4	1	0	0	0.56	39.6333079	-78.8308674	39.6348455	-78.8402634	867	1	MD 949	MD 949	01000MD00949  01NN**************	1	1	145	MD	5					2016
86721	6	AL	MD	949	0				S	0	0	0.56	W BRADDOCK RD	ROAD END - GATE/BARRICADE	CLUB HOUSE RD (BACK)	0.56	8	4	1	0	0	0.56	39.6347612	-78.8400413	39.6333079	-78.8308674	867	2	MD 949	MD 949	01000MD00949  01NS**************	1	1	146	MD	6					2016
86811	6	AL	MD	949	0	A 			E	1	0	0.12	NO NAME	WINCHESTER RD	ROAD END	0.12	8	4	1	0	0	0.12	39.6361758	-78.8447815	39.6355644	-78.8426878	868	1	MD 949 A	MD 949 A	01000MD00949A 03EE**************	1	1	147	MD	5					2016
86821	6	AL	MD	949	0	A 			W	0	0	0.12	NO NAME	ROAD END	WINCHESTER RD	0.12	8	4	1	0	0	0.12	39.6356241	-78.8428317	39.6360683	-78.8447463	868	2	MD 949 A	MD 949 A	01000MD00949A 03EW**************	1	1	148	MD	6					2016
86911	6	AL	MD	951	0				N	1	0	0.23	OLD CRESAPTOWN RD	STOP SIGN	WINCHESTER RD	0.23	8	4	1	0	0	0.23	39.6087735	-78.8383225	39.6111622	-78.8391487	869	1	MD 951	MD 951	01000MD00951  01NN**************	1	1	149	MD	5					2016
86921	6	AL	MD	951	0				S	0	0	0.23	OLD CRESAPTOWN RD	STOP SIGN	STOP SIGN	0.23	8	4	1	0	0	0.23	39.6111622	-78.8391487	39.6087996	-78.8382868	869	2	MD 951	MD 951	01000MD00951  01NS**************	1	1	150	MD	6					2016
87011	6	AL	MD	952	0				N	1	0	0.31	HILLCREST DR	RAMP 8 FR MD 952 SB TO IS 68 WB	ST PAUL DR (PVT)	0.31	8	4	1	0	0	0.31	39.6659138	-78.7388612	39.6654336	-78.738152	870	1	MD 952	MD 952	01000MD00952  01NN**************	1	1	151	MD	5					2016
87021	6	AL	MD	952	0				S	0	0	0.31	HILLCREST DR	NO NAME	RAMP 7 FR IS 68 WB TO MD 952 SB	0.31	8	4	1	0	0	0.31	39.6653292	-78.7382376	39.6660491	-78.7388642	870	2	MD 952	MD 952	01000MD00952  01NS**************	1	1	152	MD	6					2016
87111	6	AL	MD	952	0	A 			E	1	0	0.18	RANNELLS RD	STOP SIGN	ROAD END - GATE/BARRICADE	0.18	8	4	1	0	0	0.18	39.6664514	-78.736344	39.6685998	-78.7343679	871	1	MD 952 A	MD 952 A	01000MD00952A 01EE**************	1	1	153	MD	5					2016
87121	6	AL	MD	952	0	A 			W	0	0.19	0.37	RANNELLS RD	ROAD END - GATE/BARRICADE	HILLCREST DR	0.18	8	4	1	0	0.19	0.37	39.6685998	-78.7343679	39.6664514	-78.736344	871	2	MD 952 A	MD 952 A	01000MD00952A 01EW**************	1	1	154	MD	6					2016
87211	6	AL	MD	956	0				E	1	0	0.53	PATRIOT PKWY	STOP SIGN	END BRIDGE IN WEST VIRGINIA	0.53	2	5	1	0	0	0.53	39.5668723	-78.8548954	39.562088	-78.8474776	872	1	MD 956	MD 956	01000MD00956  01EE**************	1	1	155	MD	5					2016
87221	6	AL	MD	956	0				W	0	0	0.53	PATRIOT PKWY	END BRIDGE IN WEST VIRGINIA	MCMULLEN HWY	0.53	8	4	1	0	0	0.53	39.5621274	-78.8474784	39.5668723	-78.8548954	872	2	MD 956	MD 956	01000MD00956  01EW**************	1	1	156	MD	6					2016
126011	6	AL	RP	68	0		33	4	E	1	0	0.24	RAMP 4 FR MIDLOTHIAN RD NB TO IS 68 EB	MIDLOTHIAN RD	NATIONAL FREEWAY	0.24	8	4	1	1	0	0.24	39.636703	-78.9486024	39.6357296	-78.9444526	1260	1	IS 68 E33 R4	IS 68 E33 R4	01000RP00068  02EEIS33        04	1	1	157	IS	5					2016
126111	6	AL	RP	68	0		33	5	E	1	0	0.04	RAMP 5 FR MIDLOTHIAN RD TO RAMP 4	MIDLOTHIAN RD	RAMP 4 FR MIDLOTHIAN RD NB TO IS 68 EB	0.04	8	4	1	1	0	0.04	39.637349	-78.9481749	39.6370152	-78.9475326	1261	1	IS 68 E33 R5	IS 68 E33 R5	01000RP00068  02EEIS33        05	1	1	158	IS	5					2016
126211	6	AL	RP	68	0		34	6	E	1	0	0.3	RAMP 6 FR IS 68 EB TO MD 36 SB	NATIONAL FREEWAY	NEW GEORGES CREEK RD	0.3	8	4	1	1	0	0.3	39.6332768	-78.9220531	39.6309011	-78.9174724	1262	1	IS 68 E34 R6	IS 68 E34 R6	01000RP00068  02EEIS34        06	1	1	159	IS	5					2016
126311	6	AL	RP	68	0		39	4	E	1	0	0.26	RAMP 4 FR MD 53 NB TO IS 68 EB	WINCHESTER RD	NATIONAL FREEWAY	0.26	8	4	1	1	0	0.26	39.6342732	-78.8416297	39.6352036	-78.8376165	1263	1	IS 68 E39 R4	IS 68 E39 R4	01000RP00068  02EEIS39        04	1	1	160	IS	5					2016
126411	6	AL	RP	68	0		39	5	E	1	0	0.03	RAMP 5 FR MD 53 SB TO RAMP 4 (TO IS 68)	WINCHESTER RD	RAMP 4 FR MD 53 NB TO IS 68 EB	0.03	8	4	1	1	0	0.03	39.6345572	-78.8423874	39.6346528	-78.8418509	1264	1	IS 68 E39 R5	IS 68 E39 R5	01000RP00068  02EEIS39        05	1	1	161	IS	5					2016
126511	6	AL	RP	68	0		40	2	E	1	0	0.04	RAMP 2 FR RAMP 7 (FR IS 68) TO MD 658	RAMP 7 FR IS 68 WB TO MD 658 SB	CAMPGROUND RD	0.04	8	4	1	1	0	0.04	39.6361055	-78.8300915	39.6361728	-78.8293517	1265	1	IS 68 E40 R2	IS 68 E40 R2	01000RP00068  02EEIS40        02	1	1	162	IS	5					2016
126611	6	AL	RP	68	0		40	3	E	1	0	0.02	RAMP 3 FR RAMP 6 (FR IS 68) TO MD 658 NB	RAMP 6 FR IS 68 EB TO MD 658 SB	VOCKE RD	0.02	8	4	1	1	0	0.02	39.634775	-78.830473	39.6346828	-78.8301426	1266	1	IS 68 E40 R3	IS 68 E40 R3	01000RP00068  02EEIS40        03	1	1	163	IS	5					2016
126711	6	AL	RP	68	0		40	5	E	1	0	0.06	RAMP 5 FR MD 658 SB TO RAMP 4 (TO IS 68)	VOCKE RD	RAMP 4 FR MD 658 NB TO IS 68 EB	0.06	8	4	1	1	0	0.06	39.634601	-78.8297919	39.6346943	-78.8291114	1267	1	IS 68 E40 R5	IS 68 E40 R5	01000RP00068  02EEIS40        05	1	1	164	IS	5					2016
126811	6	AL	RP	68	0		42	1	E	1	0	0.09	RAMP 1 FR OP 466 TO RAMP 4 (TO IS 68 EB)	OLD FLETCHER DR	RAMP 4 FR US 220 NB TO IS 68 EB	0.09	8	4	1	1	0	0.09	39.6446029	-78.7869478	39.6451134	-78.7852493	1268	1	IS 68 E42 R1	IS 68 E42 R1	01000RP00068  02EEIS42        01	1	1	165	IS	5					2016
126911	6	AL	RP	68	0		43C	4	E	1	0	0.17	RAMP 4 FR MD 51 NB TO IS 68 EB	INDUSTRIAL BLVD	NATIONAL FREEWAY	0.17	8	4	1	1	0	0.17	39.6488613	-78.7610854	39.6493923	-78.7580515	1269	1	IS 68 E43C R4	IS 68 E43C R4	01000RP00068  02EEIS43C       04	1	1	166	IS	5					2016
127011	6	AL	RP	68	0		43C	5	E	1	0	0.13	RAMP 5 FR IS 68 EB TO QUEEN CITY DR	NATIONAL FREEWAY	STOP SIGN	0.13	8	4	1	1	0	0.13	39.6490626	-78.761125	39.6493331	-78.7589758	1270	1	IS 68 E43C R5	IS 68 E43C R5	01000RP00068  02EEIS43C       05	1	1	167	IS	5					2016
127111	6	AL	RP	68	0		44	6	E	1	0	0.21	RAMP 6 FR IS 68 EB TO MD 639 SB	NATIONAL FREEWAY	WILLOWBROOK RD	0.21	8	4	1	1	0	0.21	39.6548662	-78.7503589	39.6561178	-78.7472045	1271	1	IS 68 E44 R6	IS 68 E44 R6	01000RP00068  02EEIS44        06	1	1	168	IS	5					2016
127211	6	AL	RP	68	0		45	8	E	1	0	0.09	RAMP 8 FR MD 952 SB TO IS 68 WB	HILLCREST DR (BACK)	NATIONAL FREEWAY	0.09	8	4	1	1	0	0.09	39.6661428	-78.7386682	39.6651323	-78.739757	1272	1	IS 68 E45 R8	IS 68 E45 R8	01000RP00068  02EEIS45        08	1	1	169	IS	5					2016
127311	6	AL	RP	68	0		47	4	E	1	0	0.02	RAMP 4 FR MD 144 NB TO RAMP 5 (TO IS 68)	ALI GHAN RD	RAMP 5 FR MD 144 SB TO IS 68 EB	0.02	8	4	1	1	0	0.02	39.6729701	-78.7157159	39.6728844	-78.7153615	1273	1	IS 68 E47 R4	IS 68 E47 R4	01000RP00068  02EEIS47        04	1	1	170	IS	5					2016
127411	6	AL	RP	68	0		50	4	E	1	0	0.172	RAMP 4 FR MD 948AD NB TO IS 68 EB	PLEASANT VALLEY RD	NATIONAL FREEWAY	0.172	8	4	1	1	0	0.172	39.6937207	-78.6493813	39.6944836	-78.6463307	1274	1	IS 68 E50 R4	IS 68 E50 R4	01000RP00068  02EEIS50        04	1	1	171	IS	5					2016
127511	6	AL	RP	68	0		50	6	E	1	0	0.39	RAMP 6 FR IS 68 EB TO MD 948AD SB	NATIONAL FREEWAY	PLEASANT VALLEY RD	0.39	8	4	1	1	0	0.39	39.6915596	-78.6556732	39.6936765	-78.6493625	1275	1	IS 68 E50 R6	IS 68 E50 R6	01000RP00068  02EEIS50        06	1	1	172	IS	5					2016
127611	6	AL	RP	68	0		52	5	E	1	0	0.23	RAMP 5 FR IS 68 EB TO MD 144	NATIONAL FREEWAY	NATIONAL PIKE	0.23	8	4	1	1	0	0.23	39.7049696	-78.626244	39.7051479	-78.622068	1276	1	IS 68 E52 R5	IS 68 E52 R5	01000RP00068  02EEIS52        05	1	1	173	IS	5					2016
